YEAR,ID,MARITAL,AGE,EDUC,DEGREE,SEX,RACE,RACECEN1,RACECEN2,RACECEN3,COHORT,ZODIAC,DIVORCE,WIDOWED,SIBS,CHILDS,AGEKDBRN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,UNRELAT,HHTYPE1,PRESTG80,SPPRES80,INCOME06,RINCOM06,SATFIN,WRKSTAT,HRS1,WRKSLF,PARTFULL,SPWRKSTA,SPHRS1,DWELOWN,SEI,SPSEI,MASEI,PASEI,HAPMAR,EVSTRAY,DIVLAW,AGED,SPANKING,ABANY,ABDEFCTW,ABDEFECT,ABHLTH,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,MARHOMO,HAPPY,FATALISM,HEALTH,LIFE,LETDIE1,OWNGUN,HUNT,NEWS,TVHOURS,GETAHEAD,RICHWORK,RACDIF1,RACDIF2,RACDIF3,RACDIF4,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,AFFRMACT,WRKWAYUP,WORKWHTS,WORKBLKS,INTLWHTS,INTLBLKS,DISCAFF,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,REBORN,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,HOMOSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,NUMWOMEN,NUMMEN,SEXORNT,FECHLD,FEPRESCH,FEFAM,MEOVRWRK
2008,1181,3,44,14,2,1,1,1,0,0,1964,2,7,0,5,2,29,1,0,0,0,1,-1,4,35,0,23,0,1,1,46,2,1,0,-1,2,37.9,-1,33.1,32.3,0,1,2,0,2,1,0,1,1,0,0,0,1,3,2,0,2,1,1,0,1,3,1,2,1,0,0,1,0,0,5,4,1,2,1,1,2,3,3,2,2,2,0,1,1,2,7,4,3,3,3,5,5,3,4,3,0,0,0,1,18,1,0,2,0,6,0,0,1,4,1,1,4,0,7,2,4,10,0,3,2,3,3,2
2008,1182,1,36,12,1,2,2,2,0,0,1972,11,0,0,2,2,19,4,0,1,1,2,0,11,40,24,18,15,3,1,50,2,1,1,50,1,45.8,29.2,80.9,31.5,2,1,2,1,2,7,2,7,7,7,7,1,7,0,2,2,0,0,0,7,0,3,1,0,9,1,0,1,0,7,0,4,2,1,1,1,3,3,3,1,1,3,0,1,7,1,1,4,3,4,4,4,4,0,8,2,0,0,0,4,0,3,1,4,1,1,1,0,1,4,2,0,0,2,1,1,5,0,5,3,1,4,3,4
2008,1183,1,67,12,1,2,1,1,0,0,1941,6,0,0,5,4,22,2,0,0,0,2,0,1,46,30,20,0,1,7,-1,2,0,2,26,1,38.4,31.5,-1,28.4,1,0,3,1,3,7,4,7,7,7,7,2,7,0,1,4,0,0,0,7,0,1,8,0,7,0,0,0,0,7,5,5,2,2,1,1,1,2,2,2,1,2,0,0,7,2,0,3,2,3,3,5,5,0,4,3,0,0,0,2,0,2,2,1,1,2,0,0,1,3,1,0,0,1,0,1,0,0,1,3,2,3,3,4
2008,1184,5,29,12,1,1,2,2,0,0,1979,6,7,7,6,0,0,2,0,0,0,2,0,3,30,0,18,18,2,1,50,2,1,0,-1,1,31.5,-1,29.3,-1,0,7,1,1,1,7,4,7,7,7,7,4,7,0,1,5,0,0,0,7,0,1,4,0,9,1,0,0,0,7,0,4,1,3,1,1,3,3,1,1,1,2,0,1,7,2,1,4,3,3,2,6,6,0,1,1,0,0,0,1,18,1,7,1,0,2,1,1,1,2,1,0,0,1,1,5,4,25,0,3,3,2,1,1
2008,1185,5,27,14,1,2,2,2,0,0,1981,7,7,7,7,0,0,4,1,0,0,3,1,13,42,0,11,11,3,1,64,1,1,0,-1,1,29.3,-1,25.5,-1,0,7,1,1,1,7,4,7,7,7,7,4,7,0,3,4,0,0,1,7,0,2,5,0,9,1,0,0,1,7,1,2,1,1,1,2,1,1,3,1,1,2,0,1,7,2,0,1,3,4,3,4,4,0,1,3,0,0,0,1,50,3,7,2,1,2,0,0,1,4,1,0,0,1,0,2,5,0,3,3,2,4,4,3
2008,1186,1,58,19,4,1,2,2,0,0,1950,1,0,0,2,3,36,5,0,0,0,5,-1,1,74,66,23,23,3,1,89,1,1,1,35,0,87,80.3,78.5,73.9,1,8,0,1,0,1,4,8,1,1,0,4,1,4,1,5,1,1,7,1,4,0,-1,3,1,7,7,7,7,0,2,4,1,1,1,1,3,1,1,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,11,70,2,6,9,1,1,1,0,7,0,0,3,1,3,0,1,5,998,0,3,0,0,0,0
2008,1187,5,29,14,2,2,1,1,3,0,1979,10,7,7,0,0,0,2,0,0,0,2,1,5,46,0,19,9,3,1,45,2,1,0,-1,0,62.5,-1,73.2,-1,0,7,0,1,0,1,3,1,1,0,0,1,1,3,3,5,1,3,7,0,4,0,-1,1,1,7,7,7,7,1,7,5,1,1,3,1,3,3,3,2,2,3,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,3,3,2,0,2,2,2,0,1,0,1,7,0,0,1,1,2,0,1,2,0,5,3,0,0,0,0
2008,1188,5,25,16,3,1,1,1,0,0,1983,3,7,7,4,0,0,2,0,0,0,2,1,6,53,0,21,16,1,4,-1,1,1,0,-1,0,81,-1,60.6,-1,0,7,0,2,0,0,1,0,0,0,0,1,0,5,2,5,3,1,7,1,1,0,-1,1,1,7,7,7,7,1,5,6,2,2,2,1,2,2,3,3,2,3,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,4,2,1,48,3,4,2,1,2,1,1,7,0,0,1,1,2,1,4,1,14,0,3,0,0,0,0
2008,1189,1,36,20,4,1,1,1,0,0,1972,4,0,0,5,1,35,4,9,9,9,2,9,11,72,0,25,25,1,1,60,1,1,7,-1,0,96,-1,38.4,49.9,1,7,0,3,0,8,3,1,1,1,1,3,1,3,2,5,1,2,7,1,4,0,-1,1,0,7,7,7,7,0,6,7,1,3,2,1,3,2,3,3,3,2,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,4,1,2,0,2,5,3,1,3,0,0,7,0,0,1,2,2,0,-1,-1,-1,-1,0,0,0,0,0
2008,1190,3,39,16,3,1,1,1,0,0,1969,5,7,0,6,1,26,1,0,0,0,1,-1,4,48,0,22,22,1,1,60,2,1,0,-1,1,67,-1,73.2,-1,0,0,1,0,3,1,0,1,1,1,1,0,1,1,1,0,1,1,7,0,4,1,2,1,0,1,0,1,0,0,5,5,0,0,0,0,0,0,0,1,1,8,1,1,1,2,7,4,2,4,4,4,4,3,0,0,1,0,0,1,14,1,2,2,0,3,1,0,1,4,1,1,4,0,7,1,2,8,0,3,1,4,4,4
2008,1191,1,61,16,3,1,1,1,0,0,1947,7,0,0,2,2,23,1,0,0,0,1,-1,4,53,32,98,98,1,1,30,1,1,5,-1,1,81,61.9,-1,-1,1,0,2,1,2,7,2,7,7,7,7,1,7,0,1,5,0,0,7,7,0,1,2,0,9,0,0,0,1,7,4,6,0,0,0,0,0,0,0,3,3,3,3,1,7,2,1,4,1,2,6,6,6,0,0,0,2,3,1,1,50,3,7,1,1,2,1,0,0,3,1,0,0,2,0,1,5,20,0,3,2,2,3,3
2008,1192,1,60,15,2,2,2,2,0,0,1948,2,1,0,2,2,18,2,0,0,0,2,0,1,43,58,23,0,2,5,-1,2,0,1,40,1,63.2,72.5,78.5,-1,8,1,1,2,1,7,8,7,7,7,7,8,7,0,2,2,0,0,7,7,0,1,4,0,7,1,0,0,0,7,0,3,0,0,0,0,0,0,0,1,2,1,2,1,7,2,1,3,2,4,4,4,4,0,0,0,1,3,4,1,28,3,8,1,8,1,1,1,1,4,1,0,0,2,0,1,0,0,3,3,1,4,3,4
2008,1193,1,76,16,3,1,1,1,0,0,1932,2,0,0,1,2,38,2,0,0,0,2,0,1,51,46,22,0,1,5,-1,2,0,2,6,0,69.7,62.5,69.7,-1,2,0,0,1,0,1,4,1,1,1,1,4,1,2,2,4,2,1,7,1,4,0,-1,1,7,7,7,7,7,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,1,3,1,0,0,0,0,0,0,2,0,0,0,1,3,1,60,9,5,2,8,5,1,1,7,0,0,2,4,2,0,0,0,4,0,3,0,0,0,0
2008,1194,1,50,16,3,1,3,4,0,0,1958,2,0,0,1,2,30,4,0,1,1,2,0,11,51,36,22,21,2,1,60,2,1,2,20,1,63.5,26.4,-1,63.5,1,1,1,1,2,7,4,7,7,7,7,2,7,0,2,4,0,0,7,7,0,4,1,0,9,1,0,1,1,7,3,4,0,0,0,0,0,0,0,2,1,1,1,0,7,3,1,3,1,4,4,4,4,0,0,0,1,3,2,7,0,9,3,9,1,5,0,1,1,4,2,0,0,3,0,4,2,8,0,3,3,2,2,2
2008,1195,1,67,18,4,1,1,1,0,0,1941,2,0,0,1,2,27,2,0,0,0,2,0,1,32,0,24,0,1,5,-1,2,0,7,-1,1,38.9,-1,-1,63.5,1,0,3,0,1,0,0,1,1,1,1,0,1,5,1,0,3,1,7,1,4,2,4,1,7,1,0,0,1,0,6,4,0,0,0,0,0,0,0,2,8,1,2,1,1,2,7,4,1,1,1,4,4,3,0,0,4,0,0,1,60,1,1,2,1,5,0,0,1,4,2,2,1,0,7,0,0,1,0,3,4,1,3,2
2008,1196,3,33,15,1,1,1,1,0,0,1975,7,7,0,1,0,0,2,0,0,0,2,1,5,59,0,23,23,3,1,70,2,1,0,-1,0,73.3,-1,27.7,34.3,0,1,0,2,0,1,4,1,1,1,1,3,1,1,2,5,1,1,7,1,4,0,-1,3,1,7,7,7,7,0,5,3,0,0,0,0,0,0,0,1,8,8,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,4,3,2,0,2,2,2,1,2,0,1,7,0,0,1,1,2,1,1,5,50,0,3,0,0,0,0
2008,1197,2,77,5,0,2,2,2,3,98,1931,3,0,7,3,8,18,5,0,1,1,3,0,13,20,0,14,0,1,5,-1,2,0,0,-1,1,21.2,-1,-1,29.5,0,0,2,1,1,7,1,7,7,7,7,1,7,0,2,2,0,0,7,7,0,4,5,0,7,0,0,1,0,7,2,6,0,0,0,0,0,0,0,1,1,1,1,0,7,2,0,4,4,1,1,7,7,0,0,0,2,3,3,1,48,3,5,1,0,2,1,1,0,4,4,0,0,2,0,0,0,0,1,3,3,3,2,5
2008,1198,1,33,12,1,1,2,2,0,0,1975,6,0,0,6,4,26,6,3,1,0,2,0,11,37,49,22,22,2,1,40,2,1,7,-1,1,38,64.2,-1,76.4,2,0,3,0,2,0,0,0,0,0,0,0,0,2,2,0,2,2,7,0,4,1,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,1,0,1,3,7,3,2,5,4,5,4,3,0,0,4,0,0,1,28,3,3,1,1,1,1,1,1,3,2,2,1,0,7,1,5,4,4,3,3,2,2,2
2008,1199,5,33,12,1,1,1,1,16,0,1975,8,7,7,4,0,0,3,0,0,0,3,0,3,31,0,22,0,2,1,46,2,1,0,-1,0,38.5,-1,64.1,-1,0,7,0,2,0,0,4,1,1,0,0,1,1,2,2,5,1,1,7,0,4,0,-1,1,1,7,7,7,7,0,3,4,0,0,0,0,0,0,0,2,1,2,1,1,1,2,1,0,0,0,0,0,0,2,0,0,0,2,4,2,0,2,3,2,1,6,0,0,7,0,0,1,4,2,1,1,3,6,0,3,0,0,0,0
2008,1200,1,54,13,1,1,1,1,0,0,1954,5,0,0,2,1,30,2,0,0,0,2,0,1,27,51,24,18,2,1,40,2,1,1,45,0,31.4,63.5,76.4,-1,1,1,0,2,0,1,4,1,1,1,1,4,1,4,1,5,2,1,7,1,4,0,-1,2,0,7,7,7,7,0,2,4,0,0,0,0,0,0,0,1,2,1,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,2,4,1,60,1,3,2,0,3,0,0,7,0,0,1,4,2,0,1,4,20,0,3,0,0,0,0
2008,1201,1,36,14,1,2,1,1,0,0,1972,8,1,0,3,4,27,6,2,2,0,2,0,11,51,59,20,0,1,7,-1,2,0,1,50,0,63.5,73.3,80.3,86.9,1,0,0,1,0,0,3,1,1,0,0,1,1,5,2,5,2,2,7,1,4,0,-1,1,7,7,7,7,7,1,6,6,0,0,0,0,0,0,0,1,2,1,3,1,1,2,0,0,0,0,0,0,0,2,0,0,0,4,2,1,60,1,7,1,1,1,0,1,7,0,0,1,1,1,0,1,5,0,20,3,0,0,0,0
2008,1202,1,33,18,4,1,1,1,0,0,1975,1,0,0,3,2,28,4,2,0,0,2,0,11,22,45,22,19,3,1,40,2,1,2,25,1,37.4,59,38.9,-1,1,0,2,0,2,0,0,0,1,0,0,0,1,3,2,0,2,2,7,0,4,2,3,1,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,1,2,2,2,1,0,3,7,3,4,4,4,4,4,2,0,0,2,0,0,2,0,2,6,3,1,2,0,0,1,1,1,1,1,0,7,1,4,3,0,3,2,3,3,2
2008,1203,1,64,12,1,1,1,1,0,0,1944,7,1,0,0,4,21,2,0,0,0,2,0,1,51,28,20,18,1,1,42,2,1,1,40,2,63.5,32.4,20.1,-1,1,0,2,0,2,0,0,0,0,0,0,0,0,5,1,0,2,1,7,1,4,3,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,2,2,1,1,2,7,4,2,5,6,5,3,2,0,0,2,0,0,1,14,1,4,2,1,2,1,1,1,3,1,1,1,0,7,1,4,350,0,3,3,2,3,2
2008,1204,1,47,12,1,1,1,1,0,0,1961,3,1,0,3,1,34,3,0,0,1,2,0,11,30,65,22,20,2,1,59,2,1,1,32,1,31.5,76.4,-1,64.2,1,0,2,0,1,1,0,1,1,1,1,0,1,5,2,0,2,1,7,1,1,1,2,1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,2,2,2,1,0,2,7,4,1,4,4,4,4,2,0,0,2,0,0,1,60,1,1,2,1,2,0,0,1,4,1,1,1,0,7,1,3,30,0,3,2,3,3,2
2008,1205,1,48,12,1,2,1,1,0,0,1960,9,0,0,1,1,28,3,0,0,0,3,0,1,51,33,23,19,1,1,30,2,1,2,20,0,63.5,50.5,44.5,34.2,1,0,0,3,0,0,1,0,0,0,0,1,0,5,1,5,1,2,7,0,4,0,-1,1,0,7,7,7,7,1,6,6,0,0,0,0,0,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,4,3,1,70,2,8,1,1,2,1,1,7,0,0,1,1,1,0,1,2,0,1,3,0,0,0,0
2008,1206,1,33,18,4,2,1,1,0,0,1975,3,0,0,3,0,0,2,0,0,0,2,0,1,43,59,24,18,1,1,40,2,1,1,40,1,63.2,73.6,78.5,73.6,1,0,3,0,3,1,0,1,1,1,0,0,1,2,1,0,1,2,7,1,4,3,3,1,1,1,0,1,0,0,5,4,0,0,0,0,0,0,0,2,1,1,2,1,0,8,7,3,4,5,5,4,4,2,0,0,3,0,0,1,22,3,5,1,1,2,0,0,1,2,1,1,3,0,7,1,4,0,1,3,2,3,3,3
2008,1207,5,38,12,1,2,1,1,0,0,1970,5,7,7,1,0,0,1,0,0,0,1,-1,4,25,0,13,12,2,1,35,2,1,0,-1,0,33.9,-1,29.4,73.3,0,7,0,3,0,0,4,1,1,0,0,2,1,1,2,4,2,2,7,0,4,0,-1,1,1,7,7,7,7,1,5,4,1,1,1,1,3,3,3,1,2,1,0,8,1,2,0,0,0,0,0,0,0,2,0,0,0,2,3,2,0,2,4,2,1,1,1,1,7,0,0,2,2,2,0,1,3,0,15,3,0,0,0,0
2008,1208,1,69,12,1,2,1,1,0,0,1939,11,1,0,2,3,20,2,0,0,0,2,0,1,73,40,20,0,2,5,-1,2,0,1,40,1,86.8,32.3,-1,29.4,1,0,3,0,3,0,0,1,1,0,0,0,1,2,2,0,3,2,1,1,4,1,6,1,7,0,0,1,1,1,0,2,1,1,2,1,3,2,2,2,2,1,0,0,1,2,7,4,1,3,5,5,4,2,4,2,0,0,0,1,70,2,0,2,0,2,0,0,1,4,2,1,3,0,7,0,0,0,10,3,2,3,3,2
2008,1209,1,61,10,0,1,2,2,3,0,1947,11,0,0,7,1,28,3,0,0,0,2,0,11,33,43,20,16,2,1,46,2,1,1,40,0,33.6,63.2,22.9,-1,1,0,0,1,0,0,4,1,1,0,0,1,0,4,1,4,2,2,7,1,4,0,-1,1,1,7,7,7,7,0,0,7,1,1,1,1,3,3,3,1,1,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,2,4,1,12,1,8,3,0,1,1,1,7,0,0,1,1,2,0,1,3,45,0,3,0,0,0,0
2008,1210,4,59,9,0,1,2,2,0,0,1949,10,7,0,3,2,19,2,0,0,0,2,1,5,0,0,1,0,3,8,-1,0,0,0,-1,3,-1,-1,-1,44.7,0,0,1,1,2,7,1,7,7,7,7,1,7,0,2,4,0,0,0,7,0,5,12,0,7,0,0,0,1,7,3,2,1,1,1,2,2,2,2,1,2,2,0,0,7,1,1,8,1,1,2,3,3,0,8,4,0,0,0,1,18,1,1,2,0,6,0,0,1,4,4,0,0,2,1,1,3,10,0,3,3,2,3,4
2008,1211,1,43,9,0,1,2,2,0,0,1965,3,0,0,11,6,18,7,0,3,1,3,0,11,30,40,20,15,3,1,40,2,1,1,40,1,31.5,30.7,22.5,-1,3,0,1,0,1,1,0,1,1,1,1,0,1,5,2,0,2,2,1,0,4,5,8,1,0,0,0,0,1,0,1,1,2,1,1,1,1,3,3,1,1,1,0,0,1,2,7,1,1,5,6,5,4,2,1,1,0,0,0,1,18,1,7,1,1,2,1,1,1,1,1,1,1,0,7,1,4,1,0,3,2,3,3,4
2008,1212,3,66,12,1,1,1,1,0,0,1942,8,7,0,4,2,22,1,0,0,0,1,-1,4,51,0,16,16,1,1,40,2,1,0,-1,1,63.5,-1,-1,29.2,0,0,2,0,2,0,0,1,1,0,0,0,1,5,2,0,2,1,1,1,4,1,1,3,1,0,0,0,1,0,4,5,1,2,1,2,1,1,2,2,2,2,0,1,0,2,7,1,1,6,4,7,5,3,1,2,0,0,0,1,14,1,7,1,1,1,1,0,1,1,1,1,1,0,7,0,0,1,0,3,2,2,2,2
2008,1213,1,44,12,1,2,1,1,0,0,1964,5,0,0,1,1,33,3,0,1,0,2,0,11,45,36,18,15,3,1,37,2,1,1,40,0,39.6,28.6,-1,28.6,2,0,0,1,0,1,4,1,1,1,1,4,1,5,2,5,2,2,7,1,4,0,-1,1,1,7,7,7,7,0,5,4,1,1,1,1,3,3,3,1,1,1,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,3,4,1,70,2,2,2,1,1,1,1,7,0,0,1,1,2,0,1,2,0,5,3,0,0,0,0
2008,1214,1,73,16,3,2,1,1,0,0,1935,8,1,0,6,4,18,4,1,1,0,2,0,11,49,39,12,0,3,5,-1,1,0,5,-1,1,74,34.2,32.4,-1,1,0,3,1,2,7,4,7,7,7,7,1,7,0,3,4,0,0,1,7,0,2,4,0,7,0,0,0,1,7,5,5,2,1,1,2,2,3,3,1,2,2,0,1,7,1,0,4,1,4,5,4,4,0,4,1,0,0,0,1,70,2,3,2,1,3,1,1,1,4,1,0,0,1,0,0,0,0,2,3,1,3,2,2
2008,1215,1,54,16,3,2,1,1,0,0,1954,3,1,0,3,0,0,2,0,0,0,2,0,1,63,63,24,21,1,1,40,2,1,1,40,1,74.9,74.9,-1,45.9,1,1,1,0,3,0,0,1,1,1,1,0,1,1,1,0,3,2,1,0,4,1,2,2,0,0,0,0,1,1,2,4,1,1,2,1,3,3,3,2,1,1,0,1,1,3,7,4,1,4,4,5,5,3,4,2,0,0,0,1,50,3,2,2,1,2,0,1,1,4,1,2,4,0,7,1,2,0,8,3,3,1,4,1
2008,1216,1,69,16,3,1,2,2,0,0,1939,10,0,0,0,2,24,2,0,0,0,2,0,1,42,55,15,0,1,2,25,2,0,8,-1,1,39.4,56.6,22.6,31.3,3,1,3,0,2,1,0,1,1,1,1,0,1,2,3,0,3,2,1,1,1,1,6,1,0,1,0,1,0,0,0,2,2,1,1,1,3,3,1,1,1,1,0,1,0,1,7,2,3,3,5,3,5,2,3,3,0,0,0,1,12,1,5,2,1,4,1,0,1,4,3,3,1,0,7,2,4,20,20,3,2,3,3,2
2008,1217,1,36,12,1,2,1,1,0,0,1972,6,0,0,7,4,22,6,1,2,1,2,0,11,51,36,25,14,2,2,30,1,2,1,89,1,63.5,28.6,29.3,30.1,2,0,2,0,2,0,0,0,0,0,0,0,0,5,1,0,3,1,0,1,4,4,1,1,0,0,0,0,0,1,6,6,1,1,1,1,1,3,3,8,2,1,0,0,1,2,7,4,1,3,4,5,5,2,3,3,0,0,0,1,60,1,7,1,1,1,1,1,0,2,1,1,1,0,7,1,5,0,1,3,2,3,2,2
2008,1218,2,78,10,0,2,1,1,0,0,1930,1,0,7,2,3,23,1,0,0,0,1,-1,4,0,0,4,0,1,7,-1,0,0,0,-1,1,-1,-1,34.4,24.2,0,0,3,2,2,7,3,7,7,7,7,1,7,0,2,4,0,0,8,7,0,3,3,0,7,8,0,1,8,7,0,4,2,1,1,1,2,2,2,1,2,2,0,0,7,2,0,8,4,3,4,5,5,0,8,8,0,0,0,1,22,3,7,3,1,2,1,1,8,1,1,0,0,1,0,0,0,0,1,3,2,2,2,2
2008,1219,1,67,16,3,1,1,1,0,0,1941,8,0,0,2,1,33,2,0,0,0,2,0,1,49,32,25,0,2,5,-1,2,0,7,-1,1,68.1,40.2,-1,63.5,2,0,2,2,2,7,1,7,7,7,7,1,7,0,2,3,0,0,0,7,0,1,1,0,7,0,0,0,0,7,5,6,2,1,2,1,3,2,2,1,2,2,0,1,7,3,0,4,3,4,4,4,4,0,4,2,0,0,0,1,42,1,7,1,1,1,1,0,1,2,1,0,0,1,0,1,0,998,0,3,2,3,3,2
2008,1220,4,50,17,4,2,1,1,0,0,1958,8,7,0,2,1,27,1,0,0,0,1,-1,4,66,0,20,20,3,1,40,2,1,0,-1,0,73.2,-1,-1,39.4,0,0,0,1,0,0,1,0,1,0,0,1,0,5,3,5,1,2,7,1,1,0,-1,1,1,7,7,7,7,0,5,5,1,1,1,1,1,3,3,1,1,1,0,1,1,2,1,0,0,0,0,0,0,3,0,0,0,2,5,1,70,2,7,1,1,1,1,1,7,0,0,1,1,1,0,0,0,0,4,3,0,0,0,0
2008,1221,1,46,20,4,1,1,1,0,0,1962,12,0,0,3,4,28,6,0,2,1,3,0,11,69,45,22,22,2,1,55,1,1,2,20,1,73.9,39.6,29.5,27.7,1,0,2,1,2,7,1,7,7,7,7,1,7,0,1,5,0,0,0,7,0,4,1,0,9,1,0,1,0,7,6,6,3,2,2,2,2,1,2,2,2,1,0,1,7,3,0,2,2,4,4,6,6,0,3,3,0,0,0,1,60,2,8,1,1,1,1,1,1,1,1,0,0,1,0,1,5,1,0,3,2,3,3,2
2008,1222,1,32,16,3,1,1,1,0,0,1976,5,0,0,3,3,24,4,2,0,0,2,0,11,51,57,20,19,1,1,65,1,1,7,-1,1,63.5,50.7,38.4,81,1,0,2,0,1,0,0,0,1,0,0,0,0,5,1,0,1,1,7,1,4,4,1,1,1,0,0,0,1,0,6,7,0,0,0,0,0,0,0,8,2,1,8,1,1,2,7,4,1,3,5,5,5,2,0,0,1,0,0,1,70,2,8,1,1,1,1,1,1,1,1,1,1,0,7,1,4,1,0,3,3,1,1,1
2008,1223,3,41,14,2,2,1,1,0,0,1967,5,7,0,4,2,27,4,0,1,1,2,0,13,46,0,15,15,2,1,40,2,1,0,-1,1,38.4,-1,33.1,-1,0,0,1,0,2,1,0,1,1,1,1,0,1,2,2,0,2,2,7,0,4,4,3,1,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,2,1,1,2,0,1,2,7,8,2,3,2,5,4,2,0,0,2,0,0,2,0,2,5,2,0,2,0,1,1,4,1,1,2,0,7,2,5,0,10,3,1,3,3,3
2008,1224,2,49,6,0,2,1,1,0,0,1959,2,0,7,7,3,25,7,2,0,1,4,0,11,29,0,7,7,2,2,20,2,2,0,-1,1,30.8,-1,-1,26.5,0,7,2,0,2,0,0,1,1,0,0,0,0,5,1,0,2,2,7,0,4,1,2,2,0,1,1,1,1,0,5,5,0,0,0,0,0,0,0,2,2,1,1,0,0,1,7,3,2,1,6,2,6,2,0,0,2,0,0,1,18,1,8,2,1,2,1,1,1,1,1,1,1,0,7,-1,-1,-1,-1,0,3,3,3,5
2008,1225,2,42,16,3,1,1,1,0,0,1966,5,1,7,5,0,0,1,0,0,0,1,-1,4,53,0,20,18,1,1,74,2,1,0,-1,0,52.4,-1,80.3,50.5,0,0,0,1,0,0,1,1,1,0,0,1,0,5,2,5,1,1,7,1,1,0,-1,1,1,7,7,7,7,0,2,5,0,0,0,0,0,0,0,1,1,2,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,2,3,2,0,2,8,1,1,1,1,1,7,0,0,1,1,1,0,0,0,7,0,3,0,0,0,0
2008,1226,1,33,12,1,2,1,1,0,0,1975,2,1,0,12,3,21,5,0,3,0,2,0,11,36,31,16,0,2,7,-1,2,0,1,40,1,25.5,27.5,18.5,38.9,1,0,2,0,4,0,0,8,8,0,0,0,1,4,1,0,1,1,7,0,4,5,3,2,7,0,0,8,1,0,0,4,0,0,0,0,0,0,0,2,1,2,2,0,1,2,7,3,2,6,6,6,6,1,0,0,1,0,0,2,0,2,5,2,1,2,1,0,1,4,1,1,4,0,7,1,5,0,2,3,3,2,2,4
2008,1227,5,35,10,0,2,1,1,0,0,1973,6,7,7,3,2,17,4,0,1,0,2,0,18,32,0,16,12,2,1,38,2,1,0,-1,0,38.9,-1,26.5,26.5,0,7,0,1,0,0,1,0,1,0,0,1,0,2,2,4,2,2,7,0,4,0,-1,1,1,7,7,7,7,0,0,4,0,0,0,0,0,0,0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,2,2,2,0,2,2,2,1,2,0,0,7,0,0,1,2,2,0,1,3,0,2,3,0,0,0,0
2008,1228,5,46,16,3,2,1,1,0,0,1962,11,7,7,3,0,0,1,0,0,0,1,-1,4,75,0,20,20,3,1,40,1,1,0,-1,1,92.3,-1,-1,92.3,0,7,3,1,2,7,4,7,7,7,7,4,7,0,2,4,0,0,7,7,0,2,4,0,9,1,0,0,0,7,1,5,0,0,0,0,0,0,0,2,8,2,8,0,7,1,0,2,2,2,4,6,5,0,0,0,1,1,2,2,0,2,6,1,1,2,0,0,1,4,1,0,0,1,0,1,3,0,2,3,2,2,2,2
2008,1229,1,33,16,3,1,3,16,0,0,1975,7,0,0,2,3,22,5,2,1,0,2,-1,11,32,31,11,11,3,1,40,2,1,7,-1,1,29.8,27.5,-1,48.6,2,1,1,0,3,0,0,1,1,0,0,0,1,1,2,0,3,2,7,0,4,2,1,1,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,2,1,1,1,1,2,7,8,2,3,4,4,4,3,0,0,3,0,0,2,0,2,5,2,1,3,1,1,1,1,1,1,4,0,7,2,5,25,0,3,2,3,3,2
2008,1230,1,42,18,3,1,3,16,0,0,1966,6,0,0,2,2,31,4,1,1,0,2,0,11,75,75,22,22,2,1,45,1,1,7,-1,1,92.3,92.3,37.4,63.5,1,7,2,0,1,0,0,0,0,0,0,0,0,5,2,0,2,1,7,0,4,1,1,1,1,8,0,0,0,0,2,4,0,0,0,0,0,0,0,8,8,2,2,0,1,2,7,3,3,1,1,7,7,3,0,0,1,0,0,2,0,2,7,1,1,2,1,1,1,1,1,1,1,0,7,-1,-1,-1,-1,0,2,2,3,4
