YEAR,ID,MARITAL,AGE,EDUC,DEGREE,SEX,RACE,RACECEN1,RACECEN2,RACECEN3,COHORT,ZODIAC,DIVORCE,WIDOWED,SIBS,CHILDS,AGEKDBRN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,UNRELAT,HHTYPE1,PRESTG80,SPPRES80,INCOME06,RINCOM06,SATFIN,WRKSTAT,HRS1,WRKSLF,PARTFULL,SPWRKSTA,SPHRS1,DWELOWN,SEI,SPSEI,MASEI,PASEI,HAPMAR,EVSTRAY,DIVLAW,AGED,SPANKING,ABANY,ABDEFCTW,ABDEFECT,ABHLTH,ABNOMORE,ABPOOR,ABPOORW,ABRAPE,MARHOMO,HAPPY,FATALISM,HEALTH,LIFE,LETDIE1,OWNGUN,HUNT,NEWS,TVHOURS,GETAHEAD,RICHWORK,RACDIF1,RACDIF2,RACDIF3,RACDIF4,FEAR,PARTYID,POLVIEWS,NATENVIR,NATHEAL,NATCRIME,NATEDUC,NATARMS,NATAID,NATFARE,NATSOC,NATCHLD,NATSCI,NATFAREY,CAPPUN,GUNLAW,COURTS,GRASS,AFFRMACT,WRKWAYUP,WORKWHTS,WORKBLKS,INTLWHTS,INTLBLKS,DISCAFF,FEJOBAFF,DISCAFFM,DISCAFFW,INCGAP,TAXRICH,RELIG,DENOM,FUND,ATTEND,RELITEN,POSTLIFE,PRAY,REBORN,RELEXP,SEXEDUC,PREMARSX,TEENSEX,XMARSEX,HOMOSEX,PORNLAW,XMOVIE,PARTNERS,SEXFREQ,NUMWOMEN,NUMMEN,SEXORNT,FECHLD,FEPRESCH,FEFAM,MEOVRWRK
2008,44,1,28,16,3,2,1,1,0,0,1980,4,0,0,1,0,0,2,0,0,0,2,0,1,48,48,98,98,2,1,40,2,1,1,40,0,60.4,67,-1,34.3,1,0,0,1,0,1,4,1,1,1,1,4,1,1,1,3,1,1,7,0,4,0,-1,2,0,7,7,7,7,1,2,4,1,2,2,1,3,3,3,1,2,1,0,1,1,8,1,0,0,0,0,0,0,2,0,0,0,2,3,2,0,2,5,3,8,3,0,0,7,0,0,1,4,2,0,1,4,0,4,3,0,0,0,0
2008,45,5,46,15,1,2,2,2,0,0,1962,5,7,7,5,7,18,6,1,3,1,1,-1,2,51,0,98,0,2,7,-1,2,0,0,-1,2,63.5,-1,29.3,-1,0,7,1,1,4,7,1,7,7,7,7,2,7,0,2,4,0,0,8,7,0,1,6,0,7,1,0,1,1,7,1,4,1,2,2,1,2,2,1,2,1,2,0,8,7,2,0,1,3,1,1,4,4,0,1,4,0,0,0,1,14,2,4,3,0,2,1,0,1,4,4,0,0,1,0,0,0,0,999,3,2,3,8,4
2008,46,1,38,18,4,1,3,4,0,0,1970,5,0,0,2,2,31,4,2,0,0,2,0,11,51,0,23,23,2,1,45,2,1,7,-1,1,63.5,-1,-1,85.1,1,0,8,0,3,1,0,1,1,1,1,0,1,2,1,0,2,1,1,0,4,1,1,2,1,8,0,8,0,0,0,4,1,1,1,1,3,1,1,1,1,2,0,1,1,3,7,3,2,3,3,6,6,3,8,2,0,0,0,7,0,9,4,9,1,2,0,1,1,8,1,1,4,0,7,0,4,3,0,3,1,3,3,2
2008,47,5,55,20,4,2,1,1,0,0,1953,2,7,7,3,0,0,1,0,0,0,1,-1,4,69,0,22,22,2,1,60,2,1,0,-1,1,82.7,-1,-1,85.1,0,7,2,0,3,1,0,1,1,1,1,0,1,3,2,0,2,1,0,0,4,1,1,1,1,0,0,0,1,1,1,5,1,1,1,1,3,3,3,1,1,2,0,1,1,2,7,4,1,4,4,4,4,2,4,2,0,0,0,2,0,2,7,1,1,2,0,1,1,4,1,1,4,0,7,1,3,0,1,3,2,3,4,2
2008,48,1,39,16,3,2,1,1,0,0,1969,4,0,0,1,2,29,4,0,2,0,2,0,11,44,49,25,14,2,1,32,2,2,1,40,1,50.7,64.1,73.2,88.8,1,0,3,2,3,7,4,7,7,7,7,1,7,0,1,4,0,0,1,7,0,5,2,0,9,0,1,1,1,7,1,3,1,1,1,1,2,3,3,1,1,1,0,1,7,3,0,4,1,3,4,5,4,0,1,2,0,0,0,4,0,3,0,4,0,6,0,0,1,4,3,0,0,2,0,1,9,0,1,3,2,3,3,2
2008,49,5,39,14,1,2,1,3,1,0,1969,8,7,7,1,2,29,3,0,0,0,3,2,6,32,0,15,15,3,3,-1,2,2,0,-1,2,29.8,-1,27.7,48.5,0,7,2,2,2,7,3,7,7,7,7,3,7,0,3,3,0,0,1,7,0,2,6,0,7,1,0,1,1,7,4,2,2,1,2,2,3,3,1,2,2,2,0,1,7,2,1,2,1,5,5,3,4,0,1,2,0,0,0,2,0,2,2,2,0,5,0,0,1,3,2,0,0,2,1,1,6,0,20,3,3,2,2,2
2008,50,3,44,18,4,1,1,1,0,0,1964,4,7,0,2,2,29,1,0,0,0,1,-1,4,0,0,21,99,1,1,50,2,1,0,-1,2,-1,-1,33.1,63.5,0,8,2,1,1,7,4,7,7,7,7,1,7,0,2,5,0,0,1,7,0,1,2,0,9,0,0,0,0,7,6,7,1,3,2,3,1,3,3,3,1,2,0,0,7,2,1,4,1,3,2,3,3,0,4,2,0,0,0,1,60,3,2,3,1,5,0,0,1,4,1,0,0,3,0,98,8,998,998,8,2,2,2,2
2008,51,1,60,16,3,2,1,1,0,0,1948,1,1,0,2,2,29,2,0,0,0,2,0,1,49,32,20,18,2,1,32,2,1,2,1,1,68.1,61.9,-1,63.5,2,0,2,2,2,7,3,7,7,7,7,2,7,0,2,4,0,0,1,7,0,1,2,0,9,0,0,1,1,7,6,5,1,1,1,1,1,2,2,1,1,2,0,0,7,3,0,3,1,5,3,6,5,0,1,3,0,0,0,2,0,2,7,1,1,2,0,0,1,3,1,0,0,1,0,1,3,0,5,3,2,3,3,2
2008,52,1,34,14,2,2,1,1,0,0,1974,7,0,0,3,2,29,4,2,0,0,2,0,11,49,32,25,25,2,2,30,1,1,1,40,0,64.2,43.4,38.9,96,1,0,0,2,0,1,4,1,1,1,1,4,1,2,1,5,1,1,7,1,4,0,-1,1,1,7,7,7,7,1,6,5,1,1,1,1,3,3,3,1,2,2,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,4,2,2,0,2,0,2,1,4,0,0,7,0,0,1,4,2,0,1,9,0,4,3,0,0,0,0
2008,53,1,53,16,3,2,1,1,0,0,1955,8,0,0,2,3,27,2,0,0,0,2,0,1,47,72,25,0,1,8,-1,1,0,1,40,0,60.6,96,-1,67,2,0,0,3,0,0,2,1,1,0,0,1,1,1,2,5,1,1,7,0,4,0,-1,1,7,7,7,7,7,1,3,3,1,1,1,1,3,3,8,1,8,3,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,1,5,1,60,3,7,1,1,2,0,1,7,0,0,1,4,2,0,1,5,0,1,3,0,0,0,0
2008,54,5,22,15,1,1,1,1,0,0,1986,6,7,7,1,0,0,1,0,0,0,1,-1,4,65,0,9,3,2,2,16,2,2,0,-1,0,76.4,-1,38.4,93.3,0,7,0,1,0,1,4,1,1,1,1,4,1,2,2,5,2,2,7,0,4,0,-1,1,1,7,7,7,7,0,2,4,1,1,1,1,3,1,1,1,1,1,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,4,4,2,0,2,3,2,8,5,0,0,7,0,0,2,4,2,0,2,4,3,0,3,0,0,0,0
2008,55,1,42,16,4,2,1,1,0,0,1966,3,0,0,1,2,31,3,9,9,9,2,0,11,40,45,20,17,2,1,40,2,1,1,50,1,53.3,38.1,-1,29.4,2,0,1,2,2,7,4,7,7,7,7,4,7,0,2,2,0,0,0,7,0,3,2,0,9,0,0,0,0,7,5,4,1,1,2,1,3,3,3,1,1,2,0,1,7,2,0,4,2,1,1,7,7,0,3,3,0,0,0,2,0,2,5,2,0,6,0,0,1,4,1,0,0,1,0,1,9,0,998,3,1,3,3,4
2008,56,5,25,17,1,1,2,2,0,0,1983,5,7,7,1,0,0,2,0,0,0,2,0,5,38,0,21,15,3,1,46,2,1,0,-1,1,40.1,-1,57.1,29.2,0,7,2,1,1,7,2,7,7,7,7,3,7,0,2,5,0,0,7,7,0,2,2,0,9,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,2,1,1,7,2,0,4,3,4,4,4,4,0,0,0,2,3,2,1,60,1,7,1,1,1,1,1,1,2,1,0,0,2,0,1,4,3,0,3,2,3,2,2
2008,57,3,50,16,3,1,2,2,0,0,1958,3,7,0,0,2,22,3,0,1,0,2,0,13,49,0,24,23,1,1,30,1,1,0,-1,1,64.1,-1,25.8,29.2,0,1,1,2,2,7,4,7,7,7,7,1,7,0,2,4,0,0,7,7,0,1,2,0,9,0,0,0,0,7,0,4,0,0,0,0,0,0,0,1,1,2,1,1,7,2,1,4,1,5,5,4,4,0,0,0,2,3,1,1,18,1,7,2,1,2,1,1,1,4,1,0,0,2,1,2,4,20,0,3,2,3,3,2
2008,58,5,24,12,1,1,2,2,0,0,1984,6,7,7,4,0,0,2,0,0,0,2,1,5,45,0,16,14,3,4,-1,2,1,0,-1,2,38.1,-1,67,-1,0,7,1,0,1,1,0,1,1,1,1,0,1,5,3,0,3,2,7,0,4,2,1,3,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,1,2,1,0,1,2,7,3,2,4,5,4,4,2,0,0,2,0,0,4,0,3,0,4,1,6,0,0,1,8,1,1,1,0,7,7,4,100,0,3,3,3,3,4
2008,59,3,67,16,3,2,2,2,0,0,1941,3,7,0,3,3,25,1,0,0,0,1,-1,4,61,0,15,0,3,5,-1,2,2,0,-1,1,82.7,-1,-1,32.4,0,1,3,1,2,7,4,7,7,7,7,4,7,0,3,4,0,0,7,7,0,2,4,0,7,1,0,1,0,7,0,4,0,0,0,0,0,0,0,1,1,1,1,0,7,8,1,1,5,4,4,4,4,0,0,0,2,2,1,1,48,3,0,2,1,1,0,0,1,4,2,0,0,1,0,0,0,0,5,3,2,3,2,2
2008,60,5,27,14,1,1,2,2,0,0,1981,11,7,7,2,0,0,4,0,0,0,2,0,15,39,0,19,15,3,1,55,2,1,0,-1,2,45.3,-1,65.8,36.1,0,7,1,2,2,7,4,7,7,7,7,4,7,0,2,5,0,0,7,7,0,2,6,0,9,0,0,0,0,7,3,3,0,0,0,0,0,0,0,1,2,1,1,0,7,1,1,4,2,3,4,5,5,0,0,0,2,2,1,1,18,1,2,2,0,1,0,0,1,3,1,0,0,2,1,6,5,50,0,3,4,3,3,3
2008,61,1,65,20,4,1,1,1,0,0,1943,1,0,0,0,1,42,3,9,9,9,3,0,1,52,47,22,22,3,1,1,1,1,8,-1,1,63.2,60.6,-1,34.3,1,1,3,0,3,1,0,1,1,1,1,0,1,2,2,0,2,1,7,0,4,2,4,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,2,7,8,4,9,9,9,9,3,0,0,1,0,0,4,0,3,0,4,8,6,0,0,1,4,3,3,4,0,7,0,0,8,0,3,2,3,3,2
2008,62,1,43,20,4,1,1,1,0,0,1965,11,0,0,2,1,35,2,9,9,9,2,0,1,64,69,25,24,1,8,-1,2,1,8,-1,1,85.1,82.7,76.4,86.6,1,0,2,0,3,1,0,1,1,1,1,0,1,2,1,0,2,1,7,0,4,1,1,1,7,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1,1,1,0,1,1,7,1,4,8,8,8,8,3,0,0,2,0,0,3,0,3,4,1,1,3,0,1,1,4,2,1,4,0,7,1,3,6,0,3,1,3,4,2
2008,63,5,26,12,1,1,2,2,0,0,1982,7,7,7,2,0,0,2,0,0,0,2,1,5,35,0,9,0,3,1,60,2,1,0,-1,2,29.2,-1,63.5,69.2,0,7,2,2,1,7,4,7,7,7,7,1,7,0,2,5,0,0,7,7,0,1,2,0,9,0,0,0,1,7,1,2,0,0,0,0,0,0,0,1,1,3,1,1,7,2,1,1,1,4,3,4,4,0,0,0,1,2,5,1,14,1,4,2,1,1,0,1,0,4,1,0,0,1,1,1,6,5,0,3,1,3,4,2
2008,64,5,43,9,1,1,3,16,0,0,1965,11,7,7,4,2,16,1,0,0,0,1,-1,4,51,0,14,14,3,1,40,2,1,0,-1,2,63.5,-1,32.4,32.4,0,7,1,0,2,1,0,1,1,1,1,0,1,1,2,0,2,1,7,0,4,1,5,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,2,2,1,1,1,2,7,4,1,6,4,4,4,8,0,0,8,0,0,4,0,3,0,4,0,6,0,0,1,4,3,2,3,0,7,2,5,20,0,3,1,3,2,5
2008,65,4,62,19,4,2,1,1,0,0,1946,9,7,0,2,2,22,1,0,0,0,1,-1,4,64,0,98,0,2,5,-1,2,0,0,-1,1,78.5,-1,-1,86.5,0,7,8,1,3,7,8,7,7,7,7,8,7,0,2,5,0,0,7,7,0,1,3,0,7,0,0,0,8,7,5,5,0,0,0,0,0,0,0,2,3,2,2,8,7,8,1,3,3,4,4,5,5,0,0,0,3,3,1,2,0,2,7,1,1,2,0,0,1,4,1,0,0,2,0,-1,-1,-1,-1,0,2,3,1,4
2008,66,3,43,14,2,1,1,1,0,0,1965,3,7,0,2,0,0,1,0,0,0,1,-1,4,73,0,98,98,3,1,40,2,1,0,-1,0,83.9,-1,32,-1,0,7,0,1,0,1,4,1,1,1,1,4,1,1,3,8,4,2,7,0,4,0,-1,2,1,7,7,7,7,0,0,4,0,0,0,0,0,0,0,1,1,2,3,1,1,8,1,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,5,2,1,3,0,0,7,0,0,1,4,1,0,-1,-1,-1,-1,0,0,0,0,0
2008,67,5,50,12,1,1,3,16,0,0,1958,5,7,7,5,0,0,1,0,0,0,1,-1,4,31,0,8,8,2,1,72,2,1,0,-1,2,27.5,-1,-1,37.3,0,7,1,0,1,1,0,1,0,1,0,0,0,5,3,0,1,2,7,0,4,5,1,3,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,2,2,1,1,0,1,2,7,4,1,3,7,7,1,2,0,0,2,0,0,2,0,2,1,1,0,2,0,0,1,1,1,1,1,0,7,1,2,4,0,3,2,3,2,2
2008,68,1,65,12,1,2,1,1,0,0,1943,12,0,0,6,1,23,2,0,0,0,2,0,1,39,35,98,0,1,5,-1,2,0,5,-1,1,36.5,33.1,-1,34.2,1,1,2,2,8,7,2,7,7,7,7,2,7,0,2,4,0,0,7,7,0,1,2,0,7,0,1,0,1,7,6,5,0,0,0,0,0,0,0,1,1,1,1,1,7,2,0,3,3,4,6,5,3,0,0,0,2,2,1,2,0,2,8,1,8,1,1,1,1,1,1,0,0,1,0,1,3,0,1,3,3,3,2,3
2008,69,1,38,16,3,1,1,1,0,0,1970,3,0,0,1,2,32,4,2,0,0,2,0,11,66,66,24,20,2,8,-1,2,1,1,36,0,80.3,73.2,68.1,29.2,2,0,0,2,0,1,4,1,1,1,0,1,1,3,2,5,1,1,7,0,4,0,-1,1,7,7,7,7,7,0,5,4,0,0,0,0,0,0,0,2,1,1,1,1,0,8,0,0,0,0,0,0,0,3,0,0,0,4,2,2,0,2,3,3,1,2,0,0,7,0,0,1,4,1,1,1,1,14,14,3,0,0,0,0
2008,70,1,40,18,4,2,1,1,0,0,1968,2,0,0,0,1,31,3,0,1,0,2,0,11,69,23,21,20,2,2,25,1,2,1,40,0,82.7,37.6,38.4,-1,1,0,0,3,0,1,4,8,1,1,1,4,1,1,2,4,3,1,7,0,4,0,-1,1,1,7,7,7,7,0,0,4,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,0,0,0,0,0,0,3,0,0,0,2,4,3,0,3,0,2,1,2,0,1,7,0,0,1,4,2,1,1,4,0,6,3,0,0,0,0
2008,71,3,45,12,1,2,1,1,0,0,1963,6,7,0,6,2,25,1,0,0,0,1,-1,4,57,0,11,11,3,4,-1,2,1,0,-1,2,57.1,-1,32.4,-1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,3,0,2,3,1,0,4,5,4,1,1,0,0,0,1,1,5,4,1,1,2,1,3,3,2,1,1,3,0,1,1,2,7,3,2,3,4,7,5,2,4,4,0,0,0,2,0,2,7,1,1,1,0,0,1,4,2,1,4,0,7,2,5,999,5,3,3,2,4,2
2008,72,4,58,12,1,1,1,1,0,0,1950,1,7,0,3,2,32,2,0,0,0,2,0,3,40,0,17,12,3,1,40,2,1,0,-1,0,32.3,-1,-1,31.5,0,9,0,2,0,1,4,1,1,1,1,4,1,1,3,3,2,3,7,0,4,0,-1,1,1,7,7,7,7,0,2,2,2,1,3,2,3,3,2,1,2,3,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,1,5,2,0,2,0,2,8,2,0,0,7,0,0,2,4,2,0,0,1,20,0,3,0,0,0,0
2008,73,3,56,16,3,2,1,1,0,0,1952,6,7,0,4,2,23,2,0,0,0,2,1,5,28,0,25,0,2,5,-1,2,0,0,-1,0,40,-1,50.5,29.5,0,0,0,1,0,1,4,1,1,1,1,4,1,1,1,5,1,1,7,0,4,0,-1,2,7,7,7,7,7,0,5,4,1,1,1,1,1,3,1,1,1,1,0,1,1,2,1,0,0,0,0,0,0,3,0,0,0,4,1,5,0,9,1,9,1,1,0,1,7,0,0,1,4,2,1,1,1,999,999,3,0,0,0,0
2008,74,2,61,12,1,1,1,1,0,0,1947,3,0,7,21,2,21,1,0,0,0,1,-1,4,30,0,18,18,3,1,40,2,1,0,-1,1,29.4,-1,73.2,-1,0,0,2,2,2,7,1,7,7,7,7,1,7,0,2,4,0,0,0,7,0,2,4,0,9,0,0,0,1,7,1,4,1,1,2,1,1,3,2,1,1,2,0,1,7,2,1,1,1,3,3,7,7,0,1,3,0,0,0,1,14,1,0,2,1,6,0,0,1,4,4,0,0,1,1,0,0,9,0,3,2,3,3,2
2008,75,1,28,12,1,2,1,1,0,0,1980,4,0,0,2,2,24,4,2,0,0,2,0,11,45,51,98,0,2,7,-1,2,0,1,40,0,39.6,63.5,38.4,58.8,2,0,0,1,0,0,1,0,0,0,0,1,8,3,2,5,1,1,7,0,4,0,-1,1,7,7,7,7,7,0,5,4,1,2,2,1,2,3,2,2,2,3,0,1,1,8,1,0,0,0,0,0,0,8,0,0,0,3,1,2,0,2,7,1,1,2,0,0,7,0,0,1,8,2,1,1,4,0,999,3,0,0,0,0
2008,76,1,64,12,1,2,1,1,0,0,1944,10,0,0,2,2,20,2,0,0,0,2,0,1,50,60,22,0,1,5,-1,2,0,5,-1,1,62.5,63.2,53.7,38.2,1,0,2,0,3,1,0,1,1,1,0,0,1,2,1,0,1,1,1,1,4,1,2,1,7,0,0,0,0,0,2,4,2,2,2,2,2,3,2,2,2,2,0,1,1,2,7,4,1,4,5,4,3,1,3,2,0,0,0,2,0,2,7,1,1,1,0,0,1,3,2,2,3,0,7,1,3,0,1,3,2,3,2,3
2008,77,5,68,14,2,1,1,1,0,0,1940,4,7,7,1,0,0,1,0,0,0,1,-1,4,34,0,98,0,1,5,-1,2,0,0,-1,1,37.7,-1,-1,27.7,0,7,8,0,4,0,0,1,1,0,0,0,1,2,3,0,2,1,1,0,4,2,1,3,7,8,0,1,8,0,0,2,2,1,2,2,2,3,1,2,2,2,0,1,1,3,7,3,2,4,4,4,4,2,4,2,0,0,0,1,60,2,2,2,1,3,0,0,1,2,3,1,4,0,7,0,0,2,0,3,3,2,2,2
2008,78,5,35,12,1,2,1,1,0,0,1973,2,7,7,1,1,17,2,0,0,0,2,0,3,59,0,20,20,3,1,43,2,1,0,-1,0,73.6,-1,29.1,44.7,0,7,0,2,0,1,4,1,1,1,1,4,1,2,3,5,2,2,7,0,4,0,-1,1,1,7,7,7,7,0,5,4,1,1,1,1,2,3,1,1,2,2,0,1,1,2,8,0,0,0,0,0,0,2,0,0,0,3,1,4,0,3,0,4,1,5,0,0,7,0,0,1,4,2,0,2,1,0,5,3,0,0,0,0
2008,79,3,39,14,1,2,1,1,0,0,1969,7,7,0,3,3,23,3,9,9,9,9,0,8,51,0,18,18,3,1,45,2,1,0,-1,2,63.5,-1,-1,50.7,0,0,1,0,3,1,0,1,1,1,1,0,1,2,2,0,2,1,1,0,4,1,1,1,0,0,0,1,0,0,1,3,1,1,2,2,3,3,2,1,1,3,0,1,1,2,7,4,1,4,4,4,4,3,4,3,0,0,0,2,0,2,4,3,1,3,0,0,1,4,1,2,4,0,7,6,2,0,0,3,1,4,3,4
2008,80,3,47,15,1,2,1,1,0,0,1961,99,7,0,7,0,0,2,0,0,0,2,1,5,49,0,98,98,2,1,40,2,1,0,-1,1,68.1,-1,-1,31.3,0,0,1,0,3,1,0,1,1,1,1,0,1,2,2,0,2,2,8,0,4,2,3,2,1,0,0,1,0,0,1,8,8,1,1,1,8,3,1,1,1,8,0,1,1,2,7,3,2,4,4,7,7,2,8,2,0,0,0,4,0,3,0,4,8,5,0,0,1,4,3,1,4,0,7,99,9,999,999,3,2,3,3,2
2008,81,5,46,19,4,1,1,1,0,0,1962,7,7,7,1,1,38,1,0,0,0,1,-1,4,64,0,98,98,2,1,40,2,1,0,-1,1,86.6,-1,61.9,29.3,0,7,8,0,2,8,0,8,1,8,8,0,1,2,2,0,1,1,1,0,4,1,3,1,1,0,0,0,8,0,2,3,1,1,2,2,3,2,2,2,2,2,0,8,1,2,7,4,2,4,5,6,6,3,4,3,0,0,0,2,0,2,7,2,8,2,0,0,1,4,4,8,4,0,7,1,3,999,0,3,1,3,3,2
2008,82,9,50,16,3,2,1,1,0,0,1958,99,9,9,1,9,99,1,0,0,0,1,-1,4,0,0,98,99,1,9,99,9,9,9,99,2,-1,-1,-1,-1,9,9,2,2,4,7,3,7,7,7,7,1,7,0,3,4,0,0,1,7,0,4,4,0,7,1,0,1,0,7,2,4,2,1,1,1,3,3,2,2,2,1,0,1,7,2,0,8,5,4,4,4,4,0,3,3,0,0,0,1,60,9,7,1,1,1,1,1,1,1,1,0,0,1,0,0,0,999,999,9,3,2,3,1
2008,83,3,50,16,3,1,2,2,0,0,1958,1,7,0,2,0,0,2,0,0,0,2,0,5,74,0,20,18,2,1,40,2,1,0,-1,0,83.7,-1,63.5,38.2,0,1,0,1,0,1,4,1,1,0,1,4,1,5,3,4,2,2,7,0,4,0,-1,3,1,7,7,7,7,0,0,4,1,1,1,1,2,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,2,1,1,18,1,3,1,1,5,0,0,7,0,0,3,3,2,1,1,2,17,0,3,0,0,0,0
2008,84,5,19,13,1,2,2,2,0,0,1989,6,7,7,3,0,0,6,0,1,1,4,0,18,32,0,20,1,1,6,-1,2,2,0,-1,1,38.9,-1,53.9,-1,0,7,2,0,2,0,0,0,1,0,0,0,0,4,2,0,1,2,0,0,4,1,2,1,7,1,0,1,0,0,0,2,1,1,1,1,3,1,2,1,1,1,0,1,1,2,7,2,1,3,4,6,6,2,1,2,0,0,0,1,10,1,5,2,1,2,1,1,1,2,1,1,1,0,7,1,5,0,1,3,2,3,3,2
2008,85,1,60,11,0,1,3,16,0,0,1948,8,0,0,8,3,30,5,0,1,2,2,0,11,24,51,9,9,3,1,40,2,1,1,98,1,29.2,63.5,17.1,49.7,2,0,1,3,2,7,4,7,7,7,7,8,7,0,2,4,0,0,1,7,0,1,4,0,9,8,8,8,8,7,1,4,1,1,1,1,1,1,1,1,1,1,0,8,7,2,0,8,8,8,8,8,8,0,1,3,0,0,0,1,60,1,2,2,8,2,1,0,0,8,1,0,0,2,0,1,9,2,0,3,2,8,3,4
2008,86,1,51,14,2,2,1,1,0,0,1957,3,0,0,1,3,22,3,0,0,0,3,0,1,29,51,24,0,2,3,-1,2,0,1,48,1,30.8,63.5,-1,69.7,1,0,2,2,3,7,3,7,7,7,7,2,7,0,1,4,0,0,1,7,0,1,7,0,7,0,0,0,1,7,3,5,2,1,1,1,2,3,3,1,1,3,0,0,7,2,8,4,1,3,5,5,4,0,4,1,0,0,0,2,0,2,3,2,8,3,0,0,1,3,1,0,0,1,0,1,5,0,1,3,2,3,3,2
2008,87,3,70,15,2,1,1,1,0,0,1938,4,7,0,7,2,24,1,0,0,0,1,-1,4,32,0,25,0,1,5,-1,1,0,0,-1,1,38.9,-1,-1,38.1,0,0,3,2,3,7,4,7,7,7,7,3,7,0,2,5,0,0,0,7,0,5,4,0,7,0,0,0,0,7,4,6,1,1,1,1,3,3,8,1,1,1,0,8,7,3,0,4,1,4,4,8,8,0,4,3,0,0,0,2,0,2,1,2,8,5,0,0,1,3,2,0,0,2,0,1,4,12,0,3,3,2,2,1
2008,88,5,40,13,1,1,1,1,0,0,1968,7,7,7,2,0,0,2,0,0,0,2,0,3,36,0,98,98,2,1,40,2,1,0,-1,0,29.5,-1,38.4,83.7,0,7,0,2,0,0,2,1,0,0,0,8,1,4,2,4,2,2,7,0,4,0,-1,2,1,7,7,7,7,0,2,6,1,1,1,2,8,8,3,2,3,8,0,8,1,2,8,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,1,2,1,2,0,0,7,0,0,1,8,2,1,-1,-1,-1,-1,0,0,0,0,0
2008,89,1,54,12,1,1,1,1,0,0,1954,3,0,0,6,3,25,5,0,1,0,4,0,11,30,25,25,20,1,1,24,2,1,2,25,1,31.5,34.4,36.2,-1,1,0,1,0,2,1,0,1,1,0,0,0,1,5,2,0,2,2,1,0,4,1,4,1,0,0,0,1,0,0,1,4,1,1,2,2,2,3,2,1,8,1,0,1,1,2,7,3,3,3,3,3,5,2,1,3,0,0,0,4,0,3,0,4,0,2,0,0,1,3,1,1,1,0,7,1,5,4,0,3,2,2,3,5
2008,90,1,43,16,3,1,1,1,0,0,1965,5,0,0,2,2,28,4,0,1,1,2,0,11,53,47,25,25,1,1,60,2,1,2,10,1,81,38,-1,52.4,2,0,2,2,1,7,1,7,7,7,7,1,7,0,2,4,0,0,1,7,0,1,2,0,9,0,0,0,1,7,6,7,1,1,2,3,2,3,3,2,1,1,0,1,7,2,0,4,1,8,8,8,8,0,4,2,0,0,0,2,0,2,7,1,1,2,0,0,1,4,1,0,0,2,0,1,2,3,0,3,4,2,2,2
2008,91,5,33,15,2,1,1,1,0,0,1975,12,7,7,2,0,0,3,0,0,0,3,0,1,45,0,17,17,3,1,40,2,0,0,-1,1,38.1,-1,-1,48.9,0,7,1,0,3,1,0,1,1,1,0,0,1,2,2,0,2,2,1,1,4,3,4,1,1,1,1,0,1,0,5,3,1,1,2,1,2,1,1,2,3,2,0,1,1,2,7,2,2,7,6,6,3,2,2,2,0,0,0,1,38,2,2,2,1,3,0,0,1,4,3,2,1,0,7,1,1,3,0,3,3,1,4,2
2008,92,1,63,12,1,2,1,1,0,0,1945,9,1,0,0,2,29,2,0,0,0,2,0,1,59,51,98,98,1,5,-1,2,1,5,-1,1,73.6,63.5,25.5,18.5,1,7,3,0,2,0,0,9,1,9,9,0,1,2,1,0,2,2,7,0,4,1,3,1,7,0,8,0,1,0,1,4,0,0,0,0,0,0,0,1,1,2,2,9,1,2,7,3,2,2,5,6,4,2,0,0,2,0,0,2,0,2,5,1,1,3,0,0,1,3,1,1,9,0,7,-1,-1,-1,-1,0,1,3,3,3
2008,93,1,60,13,1,2,1,1,0,0,1948,4,0,0,2,2,30,3,0,0,0,3,0,1,42,45,22,16,3,1,20,2,1,1,40,0,63.5,37.8,38.4,48.8,2,7,0,1,0,0,8,8,8,8,0,1,1,3,2,2,2,1,7,0,4,0,-1,1,1,7,7,7,7,0,2,5,0,0,0,0,0,0,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,2,4,2,0,2,6,3,1,3,0,0,7,0,0,1,8,1,0,-1,-1,-1,-1,0,0,0,0,0
